From	To
7727	ZN174_HUMAN
23556	PIGN_HUMAN
10055	SAE1_HUMAN
51070	NOSIP_HUMAN
53827	F5H4X8_HUMAN
53827	FXYD5_HUMAN
5976	RENT1_HUMAN
63977	PRD15_HUMAN
79879	CC134_HUMAN
474343	Q5JZB7_HUMAN
474343	SPI2B_HUMAN
286097	MICU3_HUMAN
283991	UBAD2_HUMAN
342945	ZSC22_HUMAN
23301	A8K930_HUMAN
23301	EHBP1_HUMAN
57223	P4R3B_HUMAN
148423	CA052_HUMAN
203238	CC171_HUMAN
27347	STK39_HUMAN
404672	TF2H5_HUMAN
60509	CBPC5_HUMAN
348110	ARPIN_HUMAN
348110	H0YMP5_HUMAN
5316	B4DGV5_HUMAN
5316	E7EPN6_HUMAN
5316	PKNX1_HUMAN
5316	Q6PKH2_HUMAN
5316	Q96I87_HUMAN
79148	B3KV06_HUMAN
79148	C0H5X0_HUMAN
79148	MMP28_HUMAN
55904	KMT2E_HUMAN
7094	TLN1_HUMAN
285093	RTP5_HUMAN
5824	PEX19_HUMAN
8622	B3KN77_HUMAN
8622	PDE8B_HUMAN
79717	PPCS_HUMAN
114034	TOE1_HUMAN
55180	LINES_HUMAN
9526	B4DLH7_HUMAN
9526	J3QW43_HUMAN
9526	MPU1_HUMAN
9182	RASF9_HUMAN
81839	VANG1_HUMAN
3554	B8ZZW4_HUMAN
3554	IL1R1_HUMAN
25994	HIG1A_HUMAN
7348	UPK1B_HUMAN
5993	RFX5_HUMAN
10606	PUR6_HUMAN
6015	RING1_HUMAN
3199	HXA2_HUMAN
81628	T22D4_HUMAN
79660	PPR3B_HUMAN
22869	ZN510_HUMAN
6812	Q68CM6_HUMAN
6812	STXB1_HUMAN
55704	GRDN_HUMAN
55704	O14997_HUMAN
143282	FGFP3_HUMAN
740	RM49_HUMAN
372	B0YIW5_HUMAN
372	COPD_HUMAN
10019	B7Z7K6_HUMAN
10019	F5GYM4_HUMAN
10019	Q59H48_HUMAN
10019	Q96BA5_HUMAN
10019	SH2B3_HUMAN
9724	UT14C_HUMAN
51108	METL9_HUMAN
57045	TWSG1_HUMAN
361	AQP4_HUMAN
361	F1DSG4_HUMAN
23094	B2RWP0_HUMAN
23094	SI1L3_HUMAN
80271	IP3KC_HUMAN
9138	ARHG1_HUMAN
55554	KLK15_HUMAN
55554	M0R0D7_HUMAN
55554	Q6UBM2_HUMAN
55111	K7EIZ3_HUMAN
55111	PKHJ1_HUMAN
284759	B3KTG0_HUMAN
284759	SIRB2_HUMAN
3560	IL2RB_HUMAN
605	BCL7A_HUMAN
9767	JADE3_HUMAN
4068	SH21A_HUMAN
5207	F261_HUMAN
5207	I1Z9G4_HUMAN
139170	DC121_HUMAN
154865	IQUB_HUMAN
346673	STRA8_HUMAN
254263	CNIH2_HUMAN
128486	FITM2_HUMAN
85440	DOCK7_HUMAN
374654	KIF7_HUMAN
54716	B7ZLW4_HUMAN
54716	S6A20_HUMAN
10093	ARPC4_HUMAN
283150	FOXR1_HUMAN
58500	B3KNS9_HUMAN
58500	ZN250_HUMAN
163223	ZN676_HUMAN
26059	ERC2_HUMAN
23048	B7ZL12_HUMAN
23048	B7ZL13_HUMAN
23048	B7ZL14_HUMAN
23048	FNBP1_HUMAN
411	A8K4A0_HUMAN
411	ARSB_HUMAN
220965	A8K181_HUMAN
220965	B4DSU7_HUMAN
220965	FA13C_HUMAN
11332	BACH_HUMAN
11332	F5GWE2_HUMAN
255324	EPGN_HUMAN
291	ADT1_HUMAN
3779	KCMB1_HUMAN
51176	LEF1_HUMAN
51176	Q659G9_HUMAN
5137	PDE1C_HUMAN
64005	MYO1G_HUMAN
155061	ZN746_HUMAN
5209	F263_HUMAN
7702	ZN143_HUMAN
29907	E5KQS5_HUMAN
29907	SNX15_HUMAN
1410	CRYAB_HUMAN
1410	V9HW27_HUMAN
7337	Q9BUI6_HUMAN
7337	Q9H2G0_HUMAN
7337	UBE3A_HUMAN
51334	PRR16_HUMAN
162989	DEDD2_HUMAN
162989	M0QXK7_HUMAN
51586	MED15_HUMAN
6167	RL37_HUMAN
26239	LCE2B_HUMAN
3897	L1CAM_HUMAN
80267	EDEM3_HUMAN
80267	Q7L2Y5_HUMAN
64600	PA2GF_HUMAN
85414	S45A3_HUMAN
5136	B7Z226_HUMAN
5136	B7Z7A2_HUMAN
5136	PDE1A_HUMAN
5136	Q9Y633_HUMAN
8809	B7ZKV7_HUMAN
8809	IL18R_HUMAN
1582	CP8B1_HUMAN
8294	B2R4R0_HUMAN
8294	H4_HUMAN
4585	A0T3F4_HUMAN
4585	E9PDY6_HUMAN
4585	MUC4_HUMAN
23321	TRIM2_HUMAN
373	TRI23_HUMAN
3567	IL5_HUMAN
83699	SH3L2_HUMAN
55173	RT10_HUMAN
55303	G5E9W9_HUMAN
55303	GIMA4_HUMAN
54494	CK071_HUMAN
9375	TM9S2_HUMAN
84262	PSMG3_HUMAN
29106	SCG3_HUMAN
113189	CHSTE_HUMAN
4833	NDKM_HUMAN
56915	EXOS5_HUMAN
7170	B4DQ80_HUMAN
7170	J3KN67_HUMAN
7170	TPM3_HUMAN
25876	SPEF1_HUMAN
23598	PATZ1_HUMAN
114904	C1QT6_HUMAN
7512	XPP2_HUMAN
283985	FADS6_HUMAN
57057	TBX20_HUMAN
196541	MT21C_HUMAN
7581	ZN33A_HUMAN
348932	S6A18_HUMAN
11160	ERLN2_HUMAN
284615	AN34A_HUMAN
55655	NALP2_HUMAN
57556	SEM6A_HUMAN
10905	MA1A2_HUMAN
83882	F1T0E7_HUMAN
83882	F1T0E8_HUMAN
83882	Q6PJ65_HUMAN
83882	TSN10_HUMAN
6160	RL31_HUMAN
57707	A8K5C2_HUMAN
57707	TLDC1_HUMAN
220296	HECAM_HUMAN
65083	NOL6_HUMAN
6491	B7ZLW5_HUMAN
6491	E9PSF2_HUMAN
6491	Q7Z626_HUMAN
6491	STIL_HUMAN
6838	SURF6_HUMAN
23434	GR6_HUMAN
152926	PPM1K_HUMAN
79865	TRML2_HUMAN
9576	SPAG6_HUMAN
1656	B2R858_HUMAN
1656	DDX6_HUMAN
55208	DCNL2_HUMAN
161198	CLC14_HUMAN
57194	AT10A_HUMAN
398	F1T0H7_HUMAN
398	GDIR3_HUMAN
2689	SOM2_HUMAN
54623	M0QX35_HUMAN
54623	PAF1_HUMAN
22839	DLGP4_HUMAN
51614	A2TJK5_HUMAN
51614	ERGI3_HUMAN
23532	B7Z986_HUMAN
23532	F5H4B1_HUMAN
23532	PRAME_HUMAN
1838	B7Z6A9_HUMAN
1838	DTNB_HUMAN
1838	E9PEY4_HUMAN
1838	Q1I0L3_HUMAN
440738	MLP3C_HUMAN
6646	SOAT1_HUMAN
84967	LSM10_HUMAN
9804	TOM20_HUMAN
5883	RAD9A_HUMAN
6519	SLC31_HUMAN
84107	ZIC4_HUMAN
84892	PMGT2_HUMAN
23243	ANR28_HUMAN
84897	TBRG1_HUMAN
1909	EDNRA_HUMAN
56979	PRDM9_HUMAN
219539	YPEL4_HUMAN
4238	MFAP3_HUMAN
8351	H31_HUMAN
8330	A4FTV9_HUMAN
8330	H2A1_HUMAN
10793	ZN273_HUMAN
168544	ZN467_HUMAN
8795	Q7Z2I8_HUMAN
8795	TR10B_HUMAN
283238	S22AO_HUMAN
7574	F5H6R4_HUMAN
7574	V9HW07_HUMAN
7574	ZNF26_HUMAN
9440	MED17_HUMAN
221	AL3B1_HUMAN
3226	HXC10_HUMAN
3226	Q53XI4_HUMAN
5959	RDH1_HUMAN
9651	PLCH2_HUMAN
83461	B2R749_HUMAN
83461	CDCA3_HUMAN
83461	F5GX58_HUMAN
83694	B4DSP6_HUMAN
83694	RPKL1_HUMAN
6400	Q3ZCU6_HUMAN
6400	SE1L1_HUMAN
255252	LRC57_HUMAN
57524	CSKI1_HUMAN
4779	J9JIE5_HUMAN
4779	NF2L1_HUMAN
4779	Q8NF22_HUMAN
55810	FOXJ2_HUMAN
55527	FEM1A_HUMAN
54994	GID8_HUMAN
353324	SPT12_HUMAN
169611	OLM2A_HUMAN
55647	RAB20_HUMAN
26057	ANR17_HUMAN
2308	FOXO1_HUMAN
285555	STPG2_HUMAN
80760	G5E9D8_HUMAN
80760	ITIH5_HUMAN
80760	Q96JW9_HUMAN
255374	MBLC1_HUMAN
6210	B2R4W8_HUMAN
6210	RS15A_HUMAN
1780	A4D1I7_HUMAN
1780	DC1I1_HUMAN
1780	Q8N542_HUMAN
22902	RUFY3_HUMAN
440822	B4DYF7_HUMAN
440822	PIWL3_HUMAN
55486	PARL_HUMAN
5170	E9PER6_HUMAN
5170	PDPK1_HUMAN
712	C1QA_HUMAN
6738	RO60_HUMAN
84226	CB016_HUMAN
6432	C9JAB2_HUMAN
6432	SRSF7_HUMAN
84083	ZRAB3_HUMAN
11280	SCNBA_HUMAN
64778	FND3B_HUMAN
92345	NAF1_HUMAN
8335	H2A1B_HUMAN
8335	Q08AJ9_HUMAN
653509	B4DNP6_HUMAN
653509	SFTA1_HUMAN
5319	PA21B_HUMAN
4137	B3KTM0_HUMAN
4137	TAU_HUMAN
1050	CEBPA_HUMAN
25804	LSM4_HUMAN
25804	U3KQK1_HUMAN
8312	AXIN1_HUMAN
1188	A8K8H0_HUMAN
1188	CLCKB_HUMAN
6209	RS15_HUMAN
6241	RIR2_HUMAN
3667	IRS1_HUMAN
64147	A8K932_HUMAN
64147	KIF9_HUMAN
1605	DAG1_HUMAN
11343	B2ZGL7_HUMAN
11343	E7EWX8_HUMAN
11343	MGLL_HUMAN
83888	FGFP2_HUMAN
80155	NAA15_HUMAN
80155	Q58F05_HUMAN
153241	B4DLH5_HUMAN
153241	CE120_HUMAN
9760	TOX_HUMAN
22891	TALAN_HUMAN
22891	ZN365_HUMAN
57678	GPAT1_HUMAN
57678	Q86T70_HUMAN
57678	Q8N1G6_HUMAN
3832	KIF11_HUMAN
2001	A8K443_HUMAN
2001	ELF5_HUMAN
64837	KLC2_HUMAN
64581	CLC7A_HUMAN
64581	Q68D78_HUMAN
55425	GPAM1_HUMAN
4363	MRP1_HUMAN
50615	IL21R_HUMAN
5680	PSG11_HUMAN
124936	NEUFC_HUMAN
414062	CL3L1_HUMAN
3860	A1A4E9_HUMAN
3860	K1C13_HUMAN
9331	B4GT6_HUMAN
1087	B4DKM4_HUMAN
1087	CEAM7_HUMAN
81027	TBB1_HUMAN
79133	NDUF5_HUMAN
64976	RM40_HUMAN
2579	GAGE7_HUMAN
2579	GG12F_HUMAN
2579	GG12G_HUMAN
2579	GG12I_HUMAN
9459	ARHG6_HUMAN
9459	Q8N4Q3_HUMAN
23026	B4DZI1_HUMAN
23026	MYO16_HUMAN
339366	A4QPG6_HUMAN
339366	ATL5_HUMAN
339366	Q0VD77_HUMAN
339366	X6R4H8_HUMAN
286207	CI117_HUMAN
27106	ARRD2_HUMAN
56242	ZN253_HUMAN
440335	SIM22_HUMAN
339230	CC137_HUMAN
51480	VCX2_HUMAN
57169	ZNFX1_HUMAN
285498	RN212_HUMAN
8863	A2I2N5_HUMAN
8863	PER3_HUMAN
64599	PERQ1_HUMAN
57115	PGRP4_HUMAN
23549	DNPEP_HUMAN
23549	Q9NV55_HUMAN
51252	B3KV66_HUMAN
51252	F178B_HUMAN
23743	BHMT2_HUMAN
4700	NDUA6_HUMAN
23151	GRAM4_HUMAN
6602	SMRD1_HUMAN
56936	CC177_HUMAN
124602	KIF19_HUMAN
116496	NIBAN_HUMAN
6391	C560_HUMAN
9813	EFC14_HUMAN
10390	B3KN25_HUMAN
10390	CEPT1_HUMAN
51566	ARMX3_HUMAN
54964	MENT_HUMAN
6769	B4DZ13_HUMAN
6769	STAC_HUMAN
3360	5HT4R_HUMAN
5097	A8K0E7_HUMAN
5097	B4DUA8_HUMAN
5097	B4E2D8_HUMAN
5097	PCDH1_HUMAN
819	CAMLG_HUMAN
168451	THAP5_HUMAN
51123	ZN706_HUMAN
7419	VDAC3_HUMAN
8989	TRPA1_HUMAN
4325	MMP16_HUMAN
19	ABCA1_HUMAN
19	B2RUU2_HUMAN
19	B7XCW9_HUMAN
221833	A8K350_HUMAN
221833	SP8_HUMAN
81285	O51E2_HUMAN
7536	SF01_HUMAN
2026	ENOG_HUMAN
2026	Q6FHV6_HUMAN
1187	CLCKA_HUMAN
23768	B3KPR2_HUMAN
23768	FLRT2_HUMAN
8788	DLK1_HUMAN
8788	Q969Y6_HUMAN
1783	DC1L2_HUMAN
1783	Q63HJ8_HUMAN
8447	DOC2B_HUMAN
11031	RAB31_HUMAN
5653	KLK6_HUMAN
8740	TNF14_HUMAN
1470	CYTT_HUMAN
135	A8K1F6_HUMAN
135	AA2AR_HUMAN
135	B3KVQ4_HUMAN
135	X5DNB4_HUMAN
1964	IF1AX_HUMAN
54440	SASH3_HUMAN
4204	D3YJ43_HUMAN
4204	MECP2_HUMAN
4204	Q59FJ6_HUMAN
90199	WFDC8_HUMAN
353322	ANR37_HUMAN
353322	B4E066_HUMAN
219333	UBP12_HUMAN
23511	NU188_HUMAN
348262	F195B_HUMAN
348262	I3L3A7_HUMAN
348262	I3L4Q0_HUMAN
284611	F102B_HUMAN
150921	TCF23_HUMAN
474170	L37A2_HUMAN
474170	Q5YKG5_HUMAN
3963	LEG7_HUMAN
284071	CQ104_HUMAN
57731	SPTN4_HUMAN
494514	TYMOS_HUMAN
5255	KPB1_HUMAN
7957	EPM2A_HUMAN
4616	GA45B_HUMAN
9334	B4GT5_HUMAN
91544	UBX11_HUMAN
149603	RN187_HUMAN
51652	CHMP3_HUMAN
57633	LRRN1_HUMAN
79782	E5RJA9_HUMAN
79782	LRC31_HUMAN
79782	V9HW14_HUMAN
51475	CABP2_HUMAN
51475	F1T0K2_HUMAN
29121	CLC2D_HUMAN
29121	W8JXM2_HUMAN
11340	EXOS8_HUMAN
26094	B2RDD6_HUMAN
26094	B4DN30_HUMAN
26094	DCAF4_HUMAN
3726	JUNB_HUMAN
3726	Q5U079_HUMAN
340371	D3DWK9_HUMAN
340371	NRBP2_HUMAN
9406	ZRAB2_HUMAN
9653	HS2ST_HUMAN
200010	SC5A9_HUMAN
59349	KLH12_HUMAN
1520	CATS_HUMAN
3030	E9KL44_HUMAN
3030	ECHA_HUMAN
6949	B4DRA2_HUMAN
6949	E7ETY2_HUMAN
6949	E9PHK9_HUMAN
6949	TCOF_HUMAN
53616	ADA22_HUMAN
53616	Q08AL8_HUMAN
5166	A4D1H4_HUMAN
5166	PDK4_HUMAN
11179	ZN277_HUMAN
54788	DJB12_HUMAN
54788	J3KPS0_HUMAN
55361	P4K2A_HUMAN
79671	NLRX1_HUMAN
25906	APC15_HUMAN
9941	EXOG_HUMAN
26580	BSCL2_HUMAN
10193	RNF41_HUMAN
55270	NUD15_HUMAN
6751	Q86SW9_HUMAN
6751	SSR1_HUMAN
8742	Q4ACW9_HUMAN
8742	TNF12_HUMAN
5573	B2R5T5_HUMAN
5573	KAP0_HUMAN
498	ATPA_HUMAN
498	V9HW26_HUMAN
5055	PAI2_HUMAN
4248	MGAT3_HUMAN
284827	KR134_HUMAN
4650	B0I1T6_HUMAN
4650	MYO9B_HUMAN
4650	Q4LE74_HUMAN
4650	Q8WVD2_HUMAN
10332	B4E2Z5_HUMAN
10332	CLC4M_HUMAN
10332	H7BXU4_HUMAN
112703	F71E1_HUMAN
9481	B4DHR4_HUMAN
9481	UCP4_HUMAN
283726	F154B_HUMAN
50808	KAD3_HUMAN
50808	Q7Z4Y4_HUMAN
285335	SL9C1_HUMAN
51385	ZN589_HUMAN
116447	B4DYD2_HUMAN
116447	E5KMK7_HUMAN
116447	TOP1M_HUMAN
196500	PIANP_HUMAN
23208	SYT11_HUMAN
2181	ACSL3_HUMAN
2181	B3KMA6_HUMAN
115560	ZN501_HUMAN
29063	ZCHC4_HUMAN
9572	F1D8S3_HUMAN
9572	NR1D1_HUMAN
6626	SNRPA_HUMAN
58490	RPR1B_HUMAN
164237	WFD13_HUMAN
56255	TMX4_HUMAN
11159	A0AUY0_HUMAN
11159	B7ZBD5_HUMAN
11159	Q6IC14_HUMAN
11159	RBL2A_HUMAN
5592	KGP1_HUMAN
220869	B4DNG9_HUMAN
220869	CBWD5_HUMAN
220869	O60748_HUMAN
220869	Q5RIB0_HUMAN
220869	Q5RIB5_HUMAN
220869	Q6NVZ8_HUMAN
220869	Q9H2J8_HUMAN
5743	PGH2_HUMAN
5525	2A5A_HUMAN
79840	NHEJ1_HUMAN
10217	CTDSL_HUMAN
859	CAV3_HUMAN
27094	KCMB3_HUMAN
55324	ABCF3_HUMAN
56884	FSTL5_HUMAN
80854	SETD7_HUMAN
167127	UD3A2_HUMAN
11118	A8K4B5_HUMAN
11118	BT3A2_HUMAN
4897	B7Z670_HUMAN
4897	NRCAM_HUMAN
4897	Q14CA1_HUMAN
7274	TTPA_HUMAN
10221	TRIB1_HUMAN
374354	NHLC2_HUMAN
374354	Q7Z658_HUMAN
8453	CUL2_HUMAN
119710	A8K468_HUMAN
119710	CK074_HUMAN
643	A0N0R2_HUMAN
643	A8K647_HUMAN
643	CXCR5_HUMAN
643	Q2YD84_HUMAN
10978	CLP1_HUMAN
2352	FOLR3_HUMAN
7481	WNT11_HUMAN
10436	NEP1_HUMAN
6541	CTR1_HUMAN
84916	CIR1A_HUMAN
163	AP2B1_HUMAN
163	Q96EL6_HUMAN
7620	ZNF69_HUMAN
9962	S23A2_HUMAN
9506	PAGE4_HUMAN
57116	ZN695_HUMAN
138255	CI135_HUMAN
4644	A8CDT9_HUMAN
4644	F8WE88_HUMAN
4644	G3V394_HUMAN
4644	MYO5A_HUMAN
4644	Q9UES4_HUMAN
143425	SYT9_HUMAN
440689	H2B2F_HUMAN
377	ARF3_HUMAN
79971	WLS_HUMAN
246744	STH_HUMAN
10550	PRAF3_HUMAN
84570	A8MWQ5_HUMAN
84570	COPA1_HUMAN
635	BHMT1_HUMAN
635	V9HWA4_HUMAN
64097	E41LA_HUMAN
64097	Q8N8X1_HUMAN
64097	Q8NEH8_HUMAN
10999	S27A4_HUMAN
84930	GWL_HUMAN
26338	OR5L2_HUMAN
57693	ZN317_HUMAN
254359	E9PI61_HUMAN
254359	ZDH24_HUMAN
10314	B2R602_HUMAN
10314	LANC1_HUMAN
10314	Q53TN2_HUMAN
4311	NEP_HUMAN
349565	NMNA3_HUMAN
7060	TSP4_HUMAN
3007	H13_HUMAN
10128	E5KNY5_HUMAN
10128	LPPRC_HUMAN
114926	SMI19_HUMAN
66036	MTMR9_HUMAN
10507	SEM4D_HUMAN
79101	TAF1D_HUMAN
27122	DKK3_HUMAN
9379	G5E9G7_HUMAN
9379	NRX2A_HUMAN
9379	NRX2B_HUMAN
81544	GDPD5_HUMAN
9921	RNF10_HUMAN
11081	KERA_HUMAN
122509	I27L1_HUMAN
6236	RAD_HUMAN
445329	Q1ET61_HUMAN
445329	ST1A3_HUMAN
284040	CDRT4_HUMAN
284040	D3DTT2_HUMAN
79016	DDA1_HUMAN
114784	CSMD2_HUMAN
114784	E7EUA6_HUMAN
114784	Q53TY4_HUMAN
283777	F169B_HUMAN
1794	DOCK2_HUMAN
1794	Q5XG91_HUMAN
283551	CN182_HUMAN
374969	CCD23_HUMAN
552889	A7L3B_HUMAN
1106	CHD2_HUMAN
5784	A8K6H6_HUMAN
5784	PTN14_HUMAN
54602	B4DGY6_HUMAN
54602	NFIP2_HUMAN
1311	COMP_HUMAN
57595	PDZD4_HUMAN
4914	NTRK1_HUMAN
4914	X5DR71_HUMAN
56670	SUCR1_HUMAN
57337	J3QT09_HUMAN
57337	SENP7_HUMAN
4543	MTR1A_HUMAN
23098	Q05B42_HUMAN
23098	Q0D2N8_HUMAN
23098	SARM1_HUMAN
25939	Q59H15_HUMAN
25939	SAMH1_HUMAN
26092	TOIP1_HUMAN
128338	DRAM2_HUMAN
55347	ABHDA_HUMAN
55347	C9IZX5_HUMAN
8553	BHE40_HUMAN
8553	Q6IB83_HUMAN
6529	SC6A1_HUMAN
51409	HEMK1_HUMAN
55892	B4E2H9_HUMAN
55892	MYNN_HUMAN
152815	THAP6_HUMAN
3632	I5P1_HUMAN
3632	Q8N6C1_HUMAN
116842	LEAP2_HUMAN
81848	SPY4_HUMAN
10282	BET1_HUMAN
10282	Q53XK0_HUMAN
10282	Q68DU7_HUMAN
157807	CLVS1_HUMAN
1666	DECR_HUMAN
9469	CHST3_HUMAN
967	CD63_HUMAN
3429	A8K0H0_HUMAN
3429	G3V2M7_HUMAN
3429	IFI27_HUMAN
3429	Q7Z5R2_HUMAN
4857	B7Z770_HUMAN
4857	NOVA1_HUMAN
2958	B2R506_HUMAN
2958	T2AG_HUMAN
26471	NUPR1_HUMAN
55737	VPS35_HUMAN
1398	CRK_HUMAN
1398	L7RT18_HUMAN
2811	GP1BA_HUMAN
8405	SPOP_HUMAN
6329	SCN4A_HUMAN
9989	PP4R1_HUMAN
497661	CR032_HUMAN
81031	GTR10_HUMAN
8760	CDS2_HUMAN
9929	JOS1_HUMAN
389852	LYZL5_HUMAN
51380	CSAD_HUMAN
51380	Q86V02_HUMAN
51380	Q96JQ3_HUMAN
221749	PXDC1_HUMAN
389125	MSTN1_HUMAN
343990	K121L_HUMAN
6660	SOX5_HUMAN
6660	T2CYZ2_HUMAN
388325	SCIMP_HUMAN
1795	DOCK3_HUMAN
377630	U17L2_HUMAN
113146	AHNK2_HUMAN
387694	SH24B_HUMAN
8626	P63_HUMAN
9477	MED20_HUMAN
10073	SPN1_HUMAN
6772	STAT1_HUMAN
57561	ARRD3_HUMAN
730394	F5GZM1_HUMAN
730394	T2H2L_HUMAN
55536	A8K8X5_HUMAN
55536	CDA7L_HUMAN
6916	Q53F23_HUMAN
6916	THAS_HUMAN
168537	GIMA7_HUMAN
140766	ATS14_HUMAN
64799	IQCH_HUMAN
93210	A8K0P7_HUMAN
93210	B4DGK7_HUMAN
93210	J3QKU0_HUMAN
93210	PGAP3_HUMAN
11313	LYPA2_HUMAN
79753	B1AK66_HUMAN
79753	SNIP1_HUMAN
115353	LRC42_HUMAN
55758	RCOR3_HUMAN
245973	VATC2_HUMAN
6596	HLTF_HUMAN
6596	Q05BZ6_HUMAN
339122	RAB43_HUMAN
22872	SC31A_HUMAN
6374	CXCL5_HUMAN
6374	Q6I9S7_HUMAN
2766	GMPR1_HUMAN
8369	H4G_HUMAN
1278	CO1A2_HUMAN
51024	FIS1_HUMAN
4683	NBN_HUMAN
79754	ASB13_HUMAN
10121	ACTZ_HUMAN
894	CCND2_HUMAN
7226	TRPM2_HUMAN
84245	MTNA_HUMAN
5173	PDYN_HUMAN
57026	PLPP_HUMAN
3597	I13R1_HUMAN
27197	GPR82_HUMAN
338324	S1A7A_HUMAN
125115	K1C40_HUMAN
9716	AQR_HUMAN
388646	GBP7_HUMAN
51725	FBX40_HUMAN
100499483	B4DZK1_HUMAN
80759	KHDC1_HUMAN
127845	GOT1A_HUMAN
119749	O4C46_HUMAN
401993	OR2T5_HUMAN
7576	ZNF28_HUMAN
23140	ZZEF1_HUMAN
6650	CAN15_HUMAN
6792	CDKL5_HUMAN
4625	MYH7_HUMAN
10877	FHR4_HUMAN
6746	SSRB_HUMAN
9874	B3KRP1_HUMAN
9874	TLK1_HUMAN
1432	B4E0K5_HUMAN
1432	L7RSM2_HUMAN
1432	MK14_HUMAN
64577	AL8A1_HUMAN
64780	MICA1_HUMAN
158131	OR1Q1_HUMAN
79035	SOSB1_HUMAN
54868	TM104_HUMAN
84314	TM107_HUMAN
4294	M3K10_HUMAN
84527	B3KPL8_HUMAN
84527	B4DP29_HUMAN
84527	Q3LIC1_HUMAN
84527	ZN559_HUMAN
27124	B4DF95_HUMAN
27124	PI5PA_HUMAN
83259	PC11Y_HUMAN
83259	Q70LR4_HUMAN
9553	RM33_HUMAN
130507	UBR3_HUMAN
8491	A8K602_HUMAN
8491	B3KMM5_HUMAN
8491	M4K3_HUMAN
1716	D6W5I0_HUMAN
1716	DGUOK_HUMAN
1716	E5KSL5_HUMAN
1716	E5KSL6_HUMAN
9695	EDEM1_HUMAN
3093	UBE2K_HUMAN
27125	AFF4_HUMAN
6507	B4DF14_HUMAN
6507	EAA1_HUMAN
6507	Q7Z5T0_HUMAN
6507	Q8N169_HUMAN
64792	IFT22_HUMAN
55915	B3KTN5_HUMAN
55915	LANC2_HUMAN
25909	ELYS_HUMAN
403	ARL3_HUMAN
79949	PKHS1_HUMAN
10581	IFM2_HUMAN
5871	M4K2_HUMAN
54472	Q6FIE9_HUMAN
54472	TOLIP_HUMAN
91543	RSAD2_HUMAN
51329	AR6P4_HUMAN
60485	SAV1_HUMAN
10239	AP3S2_HUMAN
11051	CPSF5_HUMAN
94160	MRP9_HUMAN
55159	RFWD3_HUMAN
29893	HOP2_HUMAN
29893	K7ERB6_HUMAN
3805	KI2L4_HUMAN
91039	DPP9_HUMAN
51012	SLMO2_HUMAN
8573	CSKP_HUMAN
5277	PIGA_HUMAN
170627	Q3SY49_HUMAN
170627	XAGE5_HUMAN
144347	F101A_HUMAN
402055	SRR1L_HUMAN
404550	CP074_HUMAN
168002	DACT2_HUMAN
5995	RGR_HUMAN
55636	CHD7_HUMAN
55636	Q6ZWF9_HUMAN
8635	D6REQ6_HUMAN
8635	RNT2_HUMAN
5709	PSMD3_HUMAN
7220	TRPC1_HUMAN
27258	LSM3_HUMAN
283208	P4HA3_HUMAN
9648	B3KR21_HUMAN
9648	GCC2_HUMAN
1840	DTX1_HUMAN
4967	B4E3E9_HUMAN
4967	E9PCR7_HUMAN
4967	E9PDF2_HUMAN
4967	ODO1_HUMAN
129303	T150A_HUMAN
51455	REV1_HUMAN
1857	DVL3_HUMAN
7375	Q08AK7_HUMAN
7375	UBP4_HUMAN
124	ADH1A_HUMAN
94120	B4E2A9_HUMAN
94120	SYTL3_HUMAN
90956	A4D1T6_HUMAN
90956	ADCK2_HUMAN
5439	RPB11_HUMAN
7352	UCP3_HUMAN
80279	B7Z6N4_HUMAN
80279	CK5P3_HUMAN
80279	F5H3I5_HUMAN
79177	ZN576_HUMAN
260293	CP4X1_HUMAN
5295	P85A_HUMAN
9792	SRTD2_HUMAN
51365	PLA1A_HUMAN
81853	C9JCY4_HUMAN
81853	C9JQS0_HUMAN
81853	TM14B_HUMAN
23197	FAF2_HUMAN
23623	B4DQB8_HUMAN
23623	RUSC1_HUMAN
6310	ATX1_HUMAN
6310	Q96FF1_HUMAN
10475	B2R862_HUMAN
10475	TRI38_HUMAN
5528	2A5D_HUMAN
5272	SPB9_HUMAN
158427	TSTD2_HUMAN
57720	G5E994_HUMAN
57720	GP107_HUMAN
347731	LRRT3_HUMAN
282991	BL1S2_HUMAN
282991	F1T0F0_HUMAN
83937	RASF4_HUMAN
9776	A8K0S6_HUMAN
9776	ATG13_HUMAN
66005	CHID1_HUMAN
66005	J3KNL3_HUMAN
9731	CE104_HUMAN
920	B0AZV7_HUMAN
920	B4DT49_HUMAN
920	CD4_HUMAN
83548	COG3_HUMAN
9824	RHGBA_HUMAN
5261	J3KNN3_HUMAN
5261	PHKG2_HUMAN
124935	LAT4_HUMAN
10951	CBX1_HUMAN
10951	Q6IBN6_HUMAN
1747	DLX3_HUMAN
55228	PNML1_HUMAN
83637	E7EWM3_HUMAN
83637	ZMIZ2_HUMAN
199745	B4DKM9_HUMAN
199745	THAP8_HUMAN
57136	APMAP_HUMAN
5447	NCPR_HUMAN
5218	B4DK59_HUMAN
5218	CDK14_HUMAN
5218	E7EUK8_HUMAN
140432	R113B_HUMAN
130813	CB050_HUMAN
284358	MASTR_HUMAN
11065	Q5TZN3_HUMAN
11065	UBE2C_HUMAN
338811	F19A2_HUMAN
221458	B7ZKX5_HUMAN
221458	E7EUN7_HUMAN
221458	F6VGH2_HUMAN
221458	KIF6_HUMAN
221458	Q17RI8_HUMAN
