From	To
55729	G3V1U0_HUMAN
55729	MCAF1_HUMAN
55530	SVOP_HUMAN
1942	EFNA1_HUMAN
83938	CJ011_HUMAN
367	ANDR_HUMAN
367	F1D8N5_HUMAN
81563	CA021_HUMAN
79068	B3KU60_HUMAN
79068	FTO_HUMAN
79068	Q99770_HUMAN
64109	CRLF2_HUMAN
64109	D0E2W4_HUMAN
64109	Q5G7M1_HUMAN
64393	ZMAT3_HUMAN
90843	TCAL8_HUMAN
54681	P4HTM_HUMAN
8404	SPRL1_HUMAN
8862	APEL_HUMAN
80233	A4ZI32_HUMAN
80233	FP100_HUMAN
55605	KI21A_HUMAN
158584	B2C6G4_HUMAN
158584	FAAH2_HUMAN
8225	GTPB6_HUMAN
10159	RENR_HUMAN
4110	G5E962_HUMAN
4110	MAGAB_HUMAN
930	CD19_HUMAN
64866	CDCP1_HUMAN
84311	B4DEF8_HUMAN
865	PEBB_HUMAN
10382	TBB4A_HUMAN
5154	PDGFA_HUMAN
5154	Q32M96_HUMAN
3251	HPRT_HUMAN
79750	Z385D_HUMAN
9358	B4DN32_HUMAN
9358	ITGBL_HUMAN
10869	UBP19_HUMAN
79413	ZBED2_HUMAN
11104	A8K7S5_HUMAN
11104	KTNA1_HUMAN
138151	NACC2_HUMAN
9084	VCY1_HUMAN
55763	EXOC1_HUMAN
79853	T4S20_HUMAN
54910	SEM4C_HUMAN
80036	A2A3F4_HUMAN
80036	E9PBI7_HUMAN
80036	G5E9G1_HUMAN
80036	H7BYP1_HUMAN
80036	Q6NW43_HUMAN
80036	Q9H200_HUMAN
80036	TRPM3_HUMAN
442862	PRY_HUMAN
5251	B4DNS0_HUMAN
5251	B4DWG8_HUMAN
5251	F5GXU4_HUMAN
5251	PHEX_HUMAN
51360	MBTP2_HUMAN
10214	SSX3_HUMAN
28952	CCD22_HUMAN
27238	GPKOW_HUMAN
29978	UBQL2_HUMAN
7102	TSN7_HUMAN
5456	PO3F4_HUMAN
5931	Q6FHQ0_HUMAN
5931	RBBP7_HUMAN
10549	PRDX4_HUMAN
10549	V9HW63_HUMAN
140456	ASB11_HUMAN
140456	Q7Z670_HUMAN
28985	MCTS1_HUMAN
2833	CXCR3_HUMAN
5030	P2RY4_HUMAN
1046	CDX4_HUMAN
170626	XAGE3_HUMAN
55998	NXF5_HUMAN
9643	MO4L2_HUMAN
79836	A8K2D3_HUMAN
79836	B3KUN7_HUMAN
79836	LONF3_HUMAN
9104	RGN_HUMAN
9104	V9HWF8_HUMAN
57692	MAGE1_HUMAN
90665	TBL1Y_HUMAN
55149	PAPD1_HUMAN
80003	B3KNZ5_HUMAN
80003	PCX2_HUMAN
7335	UB2V1_HUMAN
462	ANT3_HUMAN
3065	HDAC1_HUMAN
3065	Q6IT96_HUMAN
27237	ARHGG_HUMAN
27237	B3KTS4_HUMAN
27237	B4DJM7_HUMAN
55616	ASAP3_HUMAN
1580	CP4B1_HUMAN
3075	CFAH_HUMAN
3075	F8WDX4_HUMAN
10654	PMVK_HUMAN
10654	Q6FGV9_HUMAN
51102	MECR_HUMAN
64960	RT15_HUMAN
2275	FHL3_HUMAN
2275	Q96C98_HUMAN
10218	ANGL7_HUMAN
2331	B3KS64_HUMAN
2331	FMOD_HUMAN
2331	Q12833_HUMAN
3310	HSP76_HUMAN
25874	MPC2_HUMAN
84944	E9JVC4_HUMAN
84944	MAEL_HUMAN
5997	RGS2_HUMAN
252839	B1ALM5_HUMAN
252839	B4E1H4_HUMAN
252839	TMEM9_HUMAN
84676	TRI63_HUMAN
54507	ATL4_HUMAN
54507	B2RTT0_HUMAN
54507	B7ZMJ3_HUMAN
54507	F8WAD0_HUMAN
54507	Q9UFG7_HUMAN
128218	TM125_HUMAN
9670	IPO13_HUMAN
8891	EI2BG_HUMAN
8891	Q9HA31_HUMAN
1382	RABP2_HUMAN
26009	ZZZ3_HUMAN
57111	RAB25_HUMAN
81559	TRI11_HUMAN
10542	LTOR5_HUMAN
79084	MEP50_HUMAN
2532	ACKR1_HUMAN
2532	Q5Y7A1_HUMAN
2532	Q5Y7A2_HUMAN
23507	LRC8B_HUMAN
4803	NGF_HUMAN
83417	FCRL4_HUMAN
49860	CRNN_HUMAN
6944	VPS72_HUMAN
10456	HAX1_HUMAN
8547	FCN3_HUMAN
8547	Q6UXM4_HUMAN
183	ANGT_HUMAN
183	B0ZBE2_HUMAN
183	B2R5S1_HUMAN
64222	TOR3A_HUMAN
27245	AHDC1_HUMAN
1939	EIF2D_HUMAN
8574	ARK72_HUMAN
8574	V9HWA2_HUMAN
51727	B2R6S5_HUMAN
51727	KCY_HUMAN
2944	GSTM1_HUMAN
2944	X5D932_HUMAN
2944	X5DR03_HUMAN
2517	FUCO_HUMAN
8995	TNF18_HUMAN
6276	Q52LE7_HUMAN
6276	S10A5_HUMAN
29089	UBE2T_HUMAN
79805	VASH2_HUMAN
84648	LCE3D_HUMAN
149345	SHSA4_HUMAN
22852	ANR26_HUMAN
57584	RHG21_HUMAN
1787	Q6ICS7_HUMAN
1787	TRDMT_HUMAN
10659	B4DIB6_HUMAN
10659	B4DZ01_HUMAN
10659	CELF2_HUMAN
10659	E9PC62_HUMAN
79803	HPS6_HUMAN
84108	PCGF6_HUMAN
220963	MOT9_HUMAN
63877	F204A_HUMAN
11319	SGT1_HUMAN
26103	LRIT1_HUMAN
92565	A6NH44_HUMAN
92565	FANK1_HUMAN
59338	B3KQL5_HUMAN
59338	PKHA1_HUMAN
59338	Q5RGS4_HUMAN
93426	SYCE1_HUMAN
3189	HNRH3_HUMAN
3189	Q53F48_HUMAN
26148	CJ012_HUMAN
55749	CCAR1_HUMAN
220992	ZN485_HUMAN
55165	CEP55_HUMAN
9562	MINP1_HUMAN
5264	PAHX_HUMAN
1979	4EBP2_HUMAN
338567	KCNKI_HUMAN
219927	B4DXI4_HUMAN
219927	RM21_HUMAN
127396	B3KSP5_HUMAN
127396	ZN684_HUMAN
7108	ERG24_HUMAN
10072	DPP3_HUMAN
10072	Q5JPB8_HUMAN
84437	MSD4_HUMAN
120376	COLC2_HUMAN
120376	V5LD62_HUMAN
120376	V5LDI3_HUMAN
56912	IFT46_HUMAN
4192	MK_HUMAN
2900	A6H8K8_HUMAN
2900	B2RAP6_HUMAN
2900	GRIK4_HUMAN
4900	NEUG_HUMAN
7490	Q6PI38_HUMAN
7490	WT1_HUMAN
199964	TMM61_HUMAN
3619	INCE_HUMAN
11145	HRSL3_HUMAN
10083	USH1C_HUMAN
6703	SPR2D_HUMAN
79899	B3KNU3_HUMAN
79899	PRR5L_HUMAN
7398	UBP1_HUMAN
3965	F8W9W4_HUMAN
3965	LEG9_HUMAN
3965	Q8WYQ7_HUMAN
4975	OMP_HUMAN
57558	B3KPE1_HUMAN
57558	UBP35_HUMAN
9152	Q4VAM5_HUMAN
9152	Q4VAM6_HUMAN
9152	SC6A5_HUMAN
9295	SRS11_HUMAN
79345	O51B2_HUMAN
79345	Q17R53_HUMAN
65012	S2610_HUMAN
79370	B2L14_HUMAN
6231	RS26_HUMAN
9271	PIWL1_HUMAN
3906	LALBA_HUMAN
60314	Q86UA3_HUMAN
7334	UBE2N_HUMAN
7334	V9HW41_HUMAN
60673	ATGA1_HUMAN
5321	E7EU42_HUMAN
5321	PA24A_HUMAN
3849	K22E_HUMAN
53919	SO1C1_HUMAN
2	A2MG_HUMAN
420	NAR4_HUMAN
3902	LAG3_HUMAN
127540	HMGB4_HUMAN
93550	A8K8Q5_HUMAN
93550	J3KPC0_HUMAN
93550	Q5VVY6_HUMAN
93550	Q86WR3_HUMAN
93550	ZFAN4_HUMAN
25875	F8W1Z2_HUMAN
25875	LTMD1_HUMAN
55108	BSDC1_HUMAN
6636	RUXF_HUMAN
50865	HEBP1_HUMAN
8074	FGF23_HUMAN
11108	B3KPI0_HUMAN
11108	PRDM4_HUMAN
8803	E5KS60_HUMAN
8803	Q9Y4T0_HUMAN
8803	SUCB1_HUMAN
55213	B3KR20_HUMAN
55213	RCBT1_HUMAN
2073	ERCC5_HUMAN
122042	RXFP2_HUMAN
4285	MIPEP_HUMAN
2155	B4DPM2_HUMAN
2155	FA7_HUMAN
3026	HABP2_HUMAN
866	CBG_HUMAN
90050	F181A_HUMAN
117153	MIA2_HUMAN
80344	B3KSW2_HUMAN
80344	DCA11_HUMAN
80344	Q59GN6_HUMAN
64806	IL25_HUMAN
122664	TPPP2_HUMAN
4522	C1TC_HUMAN
51635	DHRS7_HUMAN
5926	ARI4A_HUMAN
5926	Q05CG0_HUMAN
2287	FKBP3_HUMAN
957	ENTP5_HUMAN
957	G3V4I0_HUMAN
122953	JDP2_HUMAN
10598	AHSA1_HUMAN
3002	GRAB_HUMAN
3002	Q67BC3_HUMAN
3067	DCHS_HUMAN
25764	HYPK_HUMAN
10391	COR2B_HUMAN
123263	FMT_HUMAN
145748	B3KWE4_HUMAN
145748	LYSM4_HUMAN
51118	UTP11_HUMAN
84993	D3DW56_HUMAN
84993	UBL7_HUMAN
55323	LARP6_HUMAN
54982	CLN6_HUMAN
594855	CPLX3_HUMAN
9768	PAF15_HUMAN
1133	ACM5_HUMAN
1133	Q8IVW0_HUMAN
116179	TGM7_HUMAN
22893	BAHD1_HUMAN
2653	GCSH_HUMAN
10300	KTNB1_HUMAN
9914	AT2C2_HUMAN
9914	B3KR57_HUMAN
2135	EXTL2_HUMAN
2135	Q8N8F1_HUMAN
55450	CK2N1_HUMAN
7385	QCR2_HUMAN
64174	DPEP2_HUMAN
10204	NTF2_HUMAN
55282	B7Z4G3_HUMAN
55282	LRC36_HUMAN
51192	CKLF_HUMAN
51192	Q5BJH6_HUMAN
3294	DHB2_HUMAN
6123	RL3L_HUMAN
4716	A8K761_HUMAN
4716	NDUBA_HUMAN
8786	Q4TT70_HUMAN
8786	RGS11_HUMAN
23204	AR6P1_HUMAN
9956	HS3S2_HUMAN
5347	PLK1_HUMAN
124220	G8H6I3_HUMAN
124220	ZG16B_HUMAN
221223	EST5A_HUMAN
221223	V9HWK3_HUMAN
51659	PSF2_HUMAN
2294	FOXF1_HUMAN
9274	BCL7C_HUMAN
81889	FAHD1_HUMAN
9093	B3KM81_HUMAN
9093	B4DI33_HUMAN
9093	DNJA3_HUMAN
9093	E7ES32_HUMAN
9093	Q53G26_HUMAN
9093	Q59E88_HUMAN
6730	SRP68_HUMAN
51655	RASD1_HUMAN
79415	CQ062_HUMAN
493	AT2B4_HUMAN
5606	MP2K3_HUMAN
5606	Q6FI23_HUMAN
10446	LRRN2_HUMAN
6613	SUMO2_HUMAN
124641	OVCA2_HUMAN
10040	B7Z9E2_HUMAN
10040	TM1L1_HUMAN
51030	J3KS67_HUMAN
51030	TV23B_HUMAN
55106	SLN12_HUMAN
50964	SOST_HUMAN
51478	DHB7_HUMAN
389941	C1QL3_HUMAN
100885850	AASD1_HUMAN
10351	ABCA8_HUMAN
55732	CA112_HUMAN
64847	SPT20_HUMAN
1977	D6RBW1_HUMAN
1977	IF4E_HUMAN
1977	Q32Q75_HUMAN
1977	X5D7E3_HUMAN
3211	HXB1_HUMAN
7756	ZN207_HUMAN
8456	FOXN1_HUMAN
432	ASGR1_HUMAN
432	Q6FGQ5_HUMAN
201232	MOT13_HUMAN
51009	DERL2_HUMAN
332	BIRC5_HUMAN
332	H3BLT4_HUMAN
7153	TOP2A_HUMAN
83895	KRA15_HUMAN
8688	KRT37_HUMAN
5048	LIS1_HUMAN
79170	PR15L_HUMAN
80000	B4DDS9_HUMAN
80000	GRB1L_HUMAN
4818	NKG7_HUMAN
10848	IASPP_HUMAN
7408	VASP_HUMAN
6223	B0ZBD0_HUMAN
6223	RS19_HUMAN
9817	KEAP1_HUMAN
7087	ICAM5_HUMAN
7087	Q8N6I2_HUMAN
54834	GDAP2_HUMAN
10365	KLF2_HUMAN
10365	Q8IUN4_HUMAN
10469	TIM44_HUMAN
56729	RETN_HUMAN
55723	ASF1B_HUMAN
1777	DNS2A_HUMAN
51295	ECSIT_HUMAN
51295	K7EMM0_HUMAN
22809	ATF5_HUMAN
8463	M0R1T9_HUMAN
8463	TEAD2_HUMAN
54922	Q7L251_HUMAN
54922	Q8IUR2_HUMAN
54922	RAIN_HUMAN
2014	EMP3_HUMAN
9266	CYH2_HUMAN
8725	RMP_HUMAN
22870	PP6R1_HUMAN
85415	RHPN2_HUMAN
10148	IL27B_HUMAN
1943	EFNA2_HUMAN
1675	CFAD_HUMAN
3780	KCNN1_HUMAN
79852	EPHX3_HUMAN
53822	FXYD7_HUMAN
57794	SUGP1_HUMAN
51079	NDUAD_HUMAN
11045	UPK1A_HUMAN
2980	GUC2A_HUMAN
51293	CD320_HUMAN
29086	BABA1_HUMAN
29086	M0QX07_HUMAN
64240	ABCG5_HUMAN
57181	B4DGU0_HUMAN
57181	Q05C42_HUMAN
57181	S39AA_HUMAN
58484	NLRC4_HUMAN
6536	B7Z3W8_HUMAN
6536	SC6A9_HUMAN
130502	TTC32_HUMAN
2646	GCKR_HUMAN
11164	NUDT5_HUMAN
55139	ANKZ1_HUMAN
55139	B8ZZS4_HUMAN
7475	Q8N2E5_HUMAN
7475	WNT6_HUMAN
26504	CNNM4_HUMAN
5068	Q53S56_HUMAN
5068	REG3A_HUMAN
3485	IBP2_HUMAN
5052	PRDX1_HUMAN
10153	CEBPZ_HUMAN
3431	SP110_HUMAN
29994	BAZ2B_HUMAN
6242	RTKN_HUMAN
6936	A4UHR0_HUMAN
6936	B3KUM5_HUMAN
6936	GCFC2_HUMAN
6936	Q9BVX3_HUMAN
3790	KCNS3_HUMAN
78989	COL11_HUMAN
9392	TGFA1_HUMAN
284996	RN149_HUMAN
200765	TIGD1_HUMAN
94101	ORML1_HUMAN
81606	LBH_HUMAN
56910	STAR7_HUMAN
3231	HXD1_HUMAN
3231	Q96CA4_HUMAN
56940	DUS22_HUMAN
90411	B4DF17_HUMAN
90411	MCFD2_HUMAN
10913	EDAR_HUMAN
10797	MTDC_HUMAN
10797	Q7Z650_HUMAN
10651	MTX2_HUMAN
79144	PPDPF_HUMAN
7529	1433B_HUMAN
7529	V9HWD6_HUMAN
27296	G5EA57_HUMAN
27296	T53G5_HUMAN
140686	WFDC3_HUMAN
8202	NCOA3_HUMAN
8202	Q59EE8_HUMAN
55734	B3KQX0_HUMAN
55734	ZF64A_HUMAN
55734	ZF64B_HUMAN
7022	AP2C_HUMAN
55321	TM74B_HUMAN
23013	MINT_HUMAN
55617	TASP1_HUMAN
6238	RRBP1_HUMAN
140880	CST11_HUMAN
84532	ACS2L_HUMAN
84532	Q1RMZ4_HUMAN
6229	RS24_HUMAN
54802	MOD5_HUMAN
54802	Q53F11_HUMAN
434	ASIP_HUMAN
6227	Q6FGH5_HUMAN
6227	RS21_HUMAN
9992	KCNE2_HUMAN
7267	TTC3_HUMAN
8888	GANP_HUMAN
6576	B4DP62_HUMAN
6576	D9HTE9_HUMAN
6576	TXTP_HUMAN
3749	H7BZ66_HUMAN
3749	KCNC4_HUMAN
6545	CTR4_HUMAN
3543	IGLL1_HUMAN
1117	CH3L2_HUMAN
51733	B3KNC1_HUMAN
51733	BUP1_HUMAN
51733	E7EUZ5_HUMAN
7494	XBP1_HUMAN
8508	B4DQI7_HUMAN
8508	NIPS1_HUMAN
9514	G3ST1_HUMAN
3162	HMOX1_HUMAN
3162	Q6FH11_HUMAN
1439	IL3RB_HUMAN
1439	Q6NSJ8_HUMAN
3957	LEG2_HUMAN
129138	ANR54_HUMAN
27350	ABC3C_HUMAN
468	ATF4_HUMAN
468	Q96AQ3_HUMAN
2547	B1AHC8_HUMAN
2547	B1AHC9_HUMAN
2547	B4DE32_HUMAN
2547	B4E356_HUMAN
2547	XRCC6_HUMAN
253190	SEHL2_HUMAN
55007	F118A_HUMAN
10343	PKDRE_HUMAN
64651	CSRN1_HUMAN
5806	PTX3_HUMAN
2632	GLGB_HUMAN
2632	Q59ET0_HUMAN
7155	Q59H80_HUMAN
7155	TOP2B_HUMAN
8820	HESX1_HUMAN
53836	GPR87_HUMAN
28982	B2RB38_HUMAN
28982	FLVC1_HUMAN
28990	ASTE1_HUMAN
28990	B4DFL9_HUMAN
28990	D6RG30_HUMAN
131375	LYZL4_HUMAN
26061	B4DXR1_HUMAN
26061	HACL1_HUMAN
79188	TMM43_HUMAN
8536	B0YIY3_HUMAN
8536	KCC1A_HUMAN
56852	RAD18_HUMAN
1974	IF4A2_HUMAN
8743	Q6IBA9_HUMAN
8743	TNF10_HUMAN
11344	TWF2_HUMAN
6787	NEK4_HUMAN
6787	Q05DF6_HUMAN
7252	TSHB_HUMAN
440955	TMM89_HUMAN
11068	C56D2_HUMAN
55171	TBCC1_HUMAN
56987	A8K6U2_HUMAN
56987	BBX_HUMAN
54437	B7Z2B3_HUMAN
54437	SEM5B_HUMAN
131118	TIM14_HUMAN
6125	A2RUM7_HUMAN
6125	RL5_HUMAN
165721	DNJB8_HUMAN
22829	B4DHI3_HUMAN
22829	NLGNY_HUMAN
84517	ACTT3_HUMAN
7066	F8W6L1_HUMAN
7066	Q5FBX8_HUMAN
7066	TPO_HUMAN
148304	CA074_HUMAN
4345	F8W7G1_HUMAN
4345	OX2G_HUMAN
7466	WFS1_HUMAN
8603	F193A_HUMAN
51088	KLHL5_HUMAN
51088	Q59HD9_HUMAN
51088	Q7Z6D5_HUMAN
10417	SPON2_HUMAN
2823	GPM6A_HUMAN
2983	GCYB1_HUMAN
8916	B4DK41_HUMAN
8916	HERC3_HUMAN
5473	CXCL7_HUMAN
8819	SAP30_HUMAN
4589	MUC7_HUMAN
8492	NETR_HUMAN
8492	Q96I80_HUMAN
9957	HS3S1_HUMAN
57537	SORC2_HUMAN
80319	J9JIF5_HUMAN
9255	AIMP1_HUMAN
9255	B4DNK3_HUMAN
10563	CXL13_HUMAN
10563	Q53X90_HUMAN
132299	OCAD2_HUMAN
306	ANXA3_HUMAN
200186	CRTC2_HUMAN
8470	B7Z3D7_HUMAN
8470	B7Z997_HUMAN
8470	SRBS2_HUMAN
58478	ENOPH_HUMAN
80006	TPC13_HUMAN
56121	B2R708_HUMAN
56121	PCDBF_HUMAN
64417	CE028_HUMAN
83853	ROP1L_HUMAN
1676	DFFA_HUMAN
79668	B2RB27_HUMAN
79668	PARP8_HUMAN
6414	SEPP1_HUMAN
6620	SYUB_HUMAN
54974	B4E366_HUMAN
54974	THG1_HUMAN
5459	PO4F3_HUMAN
115572	FA46B_HUMAN
4437	MSH3_HUMAN
90355	CE030_HUMAN
5515	B3KUN1_HUMAN
5515	PP2AA_HUMAN
493869	GPX8_HUMAN
114899	C1QT3_HUMAN
51301	GCNT4_HUMAN
51428	B3KRK2_HUMAN
51428	DDX41_HUMAN
56923	NMUR2_HUMAN
133688	A8K444_HUMAN
133688	B7Z3N0_HUMAN
133688	UD3A1_HUMAN
7518	Q7Z763_HUMAN
7518	XRCC4_HUMAN
891	CCNB1_HUMAN
4015	B7ZAJ4_HUMAN
4015	D0PNI2_HUMAN
4015	LYOX_HUMAN
4726	NDUS6_HUMAN
4726	Q6IBC4_HUMAN
29093	RM22_HUMAN
3066	HDAC2_HUMAN
60685	E2QRF5_HUMAN
60685	ZFAN3_HUMAN
55168	RT18A_HUMAN
55283	MCLN3_HUMAN
2978	GUC1A_HUMAN
10385	BT2A2_HUMAN
3006	H12_HUMAN
7746	ZSC9_HUMAN
135656	DPCR1_HUMAN
135656	E9PEI6_HUMAN
50854	G8_HUMAN
57827	CF047_HUMAN
57827	Q9UMP7_HUMAN
7936	NELFE_HUMAN
10471	PFD6_HUMAN
10471	Q5STK2_HUMAN
1616	B4E1C1_HUMAN
1616	DAXX_HUMAN
1616	Q53F85_HUMAN
25957	PNISR_HUMAN
25957	Q8TEZ9_HUMAN
84946	LTV1_HUMAN
54438	GFOD1_HUMAN
54438	S4R302_HUMAN
55003	PK1IP_HUMAN
5511	PP1R8_HUMAN
5511	Q6ICT4_HUMAN
8875	VNN2_HUMAN
84816	RT4I1_HUMAN
51020	HDDC2_HUMAN
84928	TM209_HUMAN
813	B3KQF5_HUMAN
813	CALU_HUMAN
813	Q6IAW5_HUMAN
6604	SMRD3_HUMAN
2887	GRB10_HUMAN
6878	A4D299_HUMAN
6878	TAF6_HUMAN
7036	TFR2_HUMAN
26053	AUTS2_HUMAN
26053	L7QF75_HUMAN
25798	BRI3_HUMAN
25798	F5GXW6_HUMAN
3624	A4D1W7_HUMAN
3624	INHBA_HUMAN
9844	A4D1X5_HUMAN
9844	ELMO1_HUMAN
23080	AVL9_HUMAN
2770	GNAI1_HUMAN
858	CAV2_HUMAN
858	Q53X57_HUMAN
2792	GBG1_HUMAN
10142	AKAP9_HUMAN
10142	Q5GIA7_HUMAN
10142	Q6PJH3_HUMAN
57180	ARP3B_HUMAN
57180	Q59GD5_HUMAN
1811	S26A3_HUMAN
11333	HAP28_HUMAN
25870	SUMF2_HUMAN
51107	APH1A_HUMAN
51107	B4DUG7_HUMAN
56154	D3DSV6_HUMAN
56154	TEX15_HUMAN
6156	RL30_HUMAN
55170	ANM6_HUMAN
3786	KCNQ3_HUMAN
84675	TRI55_HUMAN
1142	ACHB3_HUMAN
2947	GSTM3_HUMAN
2947	Q6FGJ9_HUMAN
79873	NUD18_HUMAN
63978	PRD14_HUMAN
5520	2ABA_HUMAN
6194	A2A3R6_HUMAN
6194	RS6_HUMAN
23418	A8K118_HUMAN
23418	B7Z826_HUMAN
23418	CRUM1_HUMAN
23418	F5H0L2_HUMAN
2731	GCSP_HUMAN
4882	ANPRB_HUMAN
4919	ROR1_HUMAN
23424	TDRD7_HUMAN
79670	Q96KX5_HUMAN
79670	TUT7_HUMAN
414328	GNTK_HUMAN
153090	DAB2P_HUMAN
6363	CCL19_HUMAN
6363	Q6IBD6_HUMAN
51271	UBAP1_HUMAN
51010	EXOS3_HUMAN
51010	Q9NYS3_HUMAN
90678	LRSM1_HUMAN
1841	KTHY_HUMAN
1841	Q53F55_HUMAN
1841	Q6FGU2_HUMAN
22953	P2RX2_HUMAN
22953	Q32MC3_HUMAN
84246	MED10_HUMAN
10522	DEAF1_HUMAN
83715	ESPN_HUMAN
3684	ITAM_HUMAN
5827	PXMP2_HUMAN
57461	ISY1_HUMAN
53840	TRI34_HUMAN
1659	DHX8_HUMAN
1659	F5H658_HUMAN
57118	KCC1D_HUMAN
57118	Q5SQQ7_HUMAN
53630	BCDO1_HUMAN
64324	NSD1_HUMAN
64324	Q96MN8_HUMAN
170572	5HT3C_HUMAN
699	B4DYG2_HUMAN
699	BUB1_HUMAN
4750	NEK1_HUMAN
4750	Q5JXL9_HUMAN
255403	A8WFQ3_HUMAN
255403	Q658L4_HUMAN
255403	ZN718_HUMAN
1182	B3KXK0_HUMAN
1182	CLCN3_HUMAN
5780	PTN9_HUMAN
5780	Q6IQ43_HUMAN
1740	B7Z2T4_HUMAN
1740	DLG2_HUMAN
2241	FER_HUMAN
2241	Q05DA5_HUMAN
2241	W0S0X4_HUMAN
57402	S10AE_HUMAN
5768	Q13876_HUMAN
5768	QSOX1_HUMAN
10125	B2RA89_HUMAN
10125	GRP1_HUMAN
27235	COQ2_HUMAN
1119	CHKA_HUMAN
9862	MED24_HUMAN
22955	B3KMZ7_HUMAN
22955	SCMH1_HUMAN
4035	LRP1_HUMAN
4035	Q59FG2_HUMAN
84186	Q05DN1_HUMAN
84186	ZCHC7_HUMAN
3814	KISS1_HUMAN
4884	NPTX1_HUMAN
10636	RGS14_HUMAN
202333	CMYA5_HUMAN
23415	KCNH4_HUMAN
55746	NU133_HUMAN
7673	ZN222_HUMAN
284129	S2611_HUMAN
3660	IRF2_HUMAN
219869	O10G8_HUMAN
1264	B7Z7E1_HUMAN
1264	CNN1_HUMAN
1264	V9HWA5_HUMAN
9079	E9PFI4_HUMAN
9079	G5E9Y7_HUMAN
9079	LDB2_HUMAN
7159	ASPP2_HUMAN
3838	IMA1_HUMAN
3838	Q7Z726_HUMAN
6373	CXL11_HUMAN
23538	O52A1_HUMAN
3547	IGSF1_HUMAN
91074	AN30A_HUMAN
91074	R4GNA2_HUMAN
58485	TPPC1_HUMAN
23671	TEFF2_HUMAN
83475	DOHH_HUMAN
715	C1R_HUMAN
2560	GBRB1_HUMAN
2560	X5DNL6_HUMAN
55879	GBRT_HUMAN
1038	CDR1_HUMAN
5475	B7Z6R7_HUMAN
5475	PPE1_HUMAN
6191	B2R491_HUMAN
6191	RS4X_HUMAN
9033	PK2L1_HUMAN
9033	Q1L4F0_HUMAN
64102	TNMD_HUMAN
27330	KS6A6_HUMAN
2556	GBRA3_HUMAN
23597	ACOT9_HUMAN
7543	Q59EB9_HUMAN
7543	Q8WXB7_HUMAN
7543	ZFX_HUMAN
140462	ASB9_HUMAN
203427	B3KRB9_HUMAN
203427	B4E1P8_HUMAN
203427	S2543_HUMAN
55026	Q7Z4S8_HUMAN
55026	T255A_HUMAN
4674	NP1L2_HUMAN
4675	NP1L3_HUMAN
4675	Q8IYV1_HUMAN
840	B4DWA2_HUMAN
840	CASP7_HUMAN
3054	A6NEM2_HUMAN
3054	HCFC1_HUMAN
26576	SRPK3_HUMAN
170261	ZCH12_HUMAN
8241	Q7Z3D7_HUMAN
8241	RBM10_HUMAN
5230	PGK1_HUMAN
5230	V9HWF4_HUMAN
51260	A6NDF3_HUMAN
51260	PBDC1_HUMAN
714	C1QC_HUMAN
23139	MAST2_HUMAN
127385	O10J5_HUMAN
6018	RLF_HUMAN
6342	B2R761_HUMAN
6342	E9PLD1_HUMAN
6342	NLTP_HUMAN
6342	Q59HG9_HUMAN
3775	KCNK1_HUMAN
1491	CGL_HUMAN
91687	CENPL_HUMAN
9927	MFN2_HUMAN
3782	KCNN3_HUMAN
6429	SRSF4_HUMAN
80351	TNKS2_HUMAN
63967	CLSPN_HUMAN
8672	IF4G3_HUMAN
8672	Q59GJ0_HUMAN
54546	RN186_HUMAN
3142	HLX_HUMAN
1118	CHIT1_HUMAN
6635	RUXE_HUMAN
55811	ADCYA_HUMAN
343472	BARH2_HUMAN
79176	FXL15_HUMAN
11085	ADA30_HUMAN
11085	Q8TBZ7_HUMAN
83442	SH3L3_HUMAN
9869	SETB1_HUMAN
7075	B4DTW8_HUMAN
7075	E9PG63_HUMAN
7075	TIE1_HUMAN
57412	AS3MT_HUMAN
79363	RSG1_HUMAN
3744	KCA10_HUMAN
140	AA3RB_HUMAN
140	AA3R_HUMAN
845	CASQ2_HUMAN
922	CD5L_HUMAN
6282	S10AB_HUMAN
6282	V9HWH9_HUMAN
29765	TMOD4_HUMAN
89872	AQP10_HUMAN
5226	6PGD_HUMAN
79605	PGBD5_HUMAN
391002	B7ZMI5_HUMAN
58511	DNS2B_HUMAN
58511	Q66K39_HUMAN
27005	UBP21_HUMAN
9068	ANGL1_HUMAN
93974	ATIF1_HUMAN
79707	NOL9_HUMAN
3586	IL10_HUMAN
3586	Q6FGW4_HUMAN
832	B1AK85_HUMAN
832	B1AK88_HUMAN
832	B4DWA6_HUMAN
832	CAPZB_HUMAN
832	Q7L4N0_HUMAN
65123	INT3_HUMAN
5660	SAP_HUMAN
10092	ARPC5_HUMAN
7292	Q8IV74_HUMAN
7292	TNFL4_HUMAN
8718	TNR25_HUMAN
51702	PADI3_HUMAN
23046	KI21B_HUMAN
23046	Q2UVF0_HUMAN
8764	B9A034_HUMAN
8764	TNR14_HUMAN
3321	IGSF3_HUMAN
8934	B2R7I9_HUMAN
8934	Q6FGU7_HUMAN
8934	RAB7L_HUMAN
10440	TI17A_HUMAN
6934	B4DJZ2_HUMAN
6934	C6ZRJ7_HUMAN
6934	C6ZRJ9_HUMAN
6934	C6ZRK1_HUMAN
6934	C6ZRK2_HUMAN
6934	C6ZRK5_HUMAN
6934	E2GH13_HUMAN
6934	E2GH16_HUMAN
6934	E2GH18_HUMAN
6934	E2GH26_HUMAN
